Rk,Gcar,Gtm,Date,Team,AWAY,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
22,475,27,2021-12-13,80204,0,20004,W 113-107,*,30:36,9,14,0.643,1,2,0.5,8,12,0.667,0.679,9,11,0.818,2,17,19,9,3,1,4,0,28,33.5,21
23,476,28,2021-12-15,80204,0,55403,L 107-124,*,34:57,11,16,0.688,2,4,0.5,9,12,0.75,0.75,3,5,0.6,2,8,10,11,1,0,4,4,27,26.3,-17
24,477,29,2021-12-17,80204,1,30313,W 133-115,*,26:06,8,12,0.667,1,2,0.5,7,10,0.7,0.708,3,3,1.0,2,8,10,7,3,0,3,5,20,21.5,13
25,478,30,2021-12-22,80204,1,73102,L 94-108,*,24:52,5,9,0.556,1,4,0.25,4,5,0.8,0.611,2,2,1.0,0,7,7,3,0,2,3,0,13,11.3,-15
26,479,31,2021-12-23,80204,0,28202,L 107-115,*,35:07,13,34,0.382,1,6,0.167,12,28,0.429,0.397,2,3,0.667,6,15,21,5,2,0,6,0,29,18.2,2
27,480,32,2021-12-26,80204,1,90015,W 103-100,*,37:30,9,24,0.375,1,3,0.333,8,21,0.381,0.396,7,7,1.0,6,16,22,8,2,2,4,4,26,25.2,-7
28,481,33,2021-12-28,80204,1,94607,W 89-86,*,35:19,8,19,0.421,0,5,0.0,8,14,0.571,0.421,6,8,0.75,5,14,19,5,4,1,8,2,22,18.2,6
29,482,34,2022-01-01,80204,1,77002,W 124-111,*,25:09,8,12,0.667,1,2,0.5,7,10,0.7,0.708,7,9,0.778,1,10,11,3,0,1,4,4,24,18.9,7
30,483,35,2022-01-03,80204,1,75219,L 89-103,*,34:44,11,18,0.611,1,4,0.25,10,14,0.714,0.639,4,4,1.0,4,12,16,3,2,0,3,3,27,25.1,-6
31,484,36,2022-01-05,80204,0,84101,L 109-115,*,37:14,10,17,0.588,1,3,0.333,9,14,0.643,0.618,5,6,0.833,2,19,21,11,0,2,5,2,26,28.1,-1
32,485,37,2022-01-07,80204,0,95814,W 121-111,*,33:37,13,20,0.65,3,6,0.5,10,14,0.714,0.725,4,8,0.5,1,9,10,7,2,2,2,3,33,31.1,0
33,486,38,2022-01-09,80204,1,73102,W 99-95,*,32:43,8,21,0.381,1,3,0.333,7,18,0.389,0.405,5,5,1.0,8,10,18,6,1,0,2,0,22,22.3,10
34,487,39,2022-01-11,80204,1,90015,L 85-87,*,36:38,9,14,0.643,1,3,0.333,8,11,0.727,0.679,2,2,1.0,5,8,13,8,1,0,5,2,21,21.5,6
35,488,40,2022-01-13,80204,0,97227,W 140-108,*,28:26,8,10,0.8,1,2,0.5,7,8,0.875,0.85,3,3,1.0,0,8,8,7,0,2,3,2,20,21.1,18
36,489,41,2022-01-15,80204,0,90015,W 133-96,*,28:10,7,12,0.583,1,2,0.5,6,10,0.6,0.625,2,2,1.0,2,10,12,13,1,0,3,1,17,22.5,16
37,490,42,2022-01-16,80204,0,84101,L 102-125,*,36:44,10,18,0.556,2,5,0.4,8,13,0.615,0.611,3,3,1.0,3,12,15,14,2,0,3,5,25,28.9,5
38,491,43,2022-01-19,80204,0,90015,W 130-128 (OT),*,41:16,16,25,0.64,3,5,0.6,13,20,0.65,0.7,14,16,0.875,7,7,14,10,3,1,5,4,49,48.2,15
39,492,44,2022-01-21,80204,0,38103,L 118-122,*,40:11,11,16,0.688,2,4,0.5,9,12,0.75,0.75,2,3,0.667,3,8,11,12,2,1,0,3,26,33.2,0
40,493,45,2022-01-23,80204,0,48226,W 117-111,*,36:06,12,19,0.632,1,6,0.167,11,13,0.846,0.658,9,10,0.9,2,7,9,8,2,1,3,1,34,33.5,12
41,494,46,2022-01-25,80204,1,48226,W 110-105,*,33:55,9,20,0.45,3,8,0.375,6,12,0.5,0.525,7,7,1.0,3,18,21,9,1,0,3,2,28,28.6,14
42,495,47,2022-01-26,80204,1,11217,W 124-118,*,35:10,8,13,0.615,2,2,1.0,6,11,0.545,0.692,8,8,1.0,2,8,10,8,1,0,2,5,26,26.5,6
43,496,48,2022-01-28,80204,1,70112,W 116-105,*,30:18,11,19,0.579,3,6,0.5,8,13,0.615,0.658,4,4,1.0,3,10,13,10,2,0,6,5,29,26.2,15
44,497,49,2022-01-30,80204,1,53203,W 136-100,*,28:14,7,9,0.778,2,4,0.5,5,5,1.0,0.889,2,2,1.0,0,10,10,15,3,1,5,1,18,26.3,24
45,498,50,2022-02-01,80204,1,55403,L 115-130,*,30:23,6,12,0.5,1,4,0.25,5,8,0.625,0.542,8,9,0.889,2,14,16,8,1,0,5,3,21,20.6,-7
46,499,52,2022-02-04,80204,0,70112,L 105-113,*,34:48,7,10,0.7,3,3,1.0,4,7,0.571,0.85,8,8,1.0,2,10,12,9,2,0,4,4,25,27.9,-6
47,500,53,2022-02-06,80204,0,11217,W 124-104,*,29:49,12,15,0.8,0,2,0.0,12,13,0.923,0.8,3,4,0.75,1,11,12,10,2,1,2,1,27,32.2,27
48,501,54,2022-02-08,80204,0,10001,W 132-115,*,30:24,8,14,0.571,0,3,0.0,8,11,0.727,0.571,5,7,0.714,3,8,11,7,0,0,6,2,21,16.2,1
49,502,55,2022-02-11,80204,1,02114,L 102-108,*,34:21,9,20,0.45,3,10,0.3,6,10,0.6,0.525,2,4,0.5,5,11,16,11,0,2,9,2,23,17.9,3
50,503,56,2022-02-12,80204,1,51300,W 110-109,*,34:59,10,16,0.625,0,2,0.0,10,14,0.714,0.625,8,10,0.8,5,10,15,6,0,2,4,1,28,27.7,3
51,504,57,2022-02-14,80204,0,32801,W 121-111,*,34:48,10,26,0.385,3,9,0.333,7,17,0.412,0.442,3,3,1.0,5,10,15,7,1,0,5,2,26,18.4,7
52,505,58,2022-02-16,80204,1,94607,W 117-116,*,34:21,13,24,0.542,3,5,0.6,10,19,0.526,0.604,6,9,0.667,5,12,17,8,1,0,5,3,35,29.7,6
53,506,59,2022-02-24,80204,1,95814,W 128-110,*,34:21,9,15,0.6,2,4,0.5,7,11,0.636,0.667,5,7,0.714,1,11,12,9,4,1,2,3,25,29.1,17
54,507,60,2022-02-26,80204,0,95814,W 115-110,*,34:24,6,16,0.375,0,5,0.0,6,11,0.545,0.375,6,8,0.75,2,8,10,11,0,0,2,5,18,15.9,-5
55,508,61,2022-02-27,80204,1,97227,W 124-92,*,26:08,3,5,0.6,0,1,0.0,3,4,0.75,0.6,2,2,1.0,1,17,18,11,1,0,2,2,8,17.4,6
56,509,62,2022-03-02,80204,0,73102,L 107-119,*,32:47,10,17,0.588,0,4,0.0,10,13,0.769,0.588,2,2,1.0,4,12,16,4,2,0,6,2,22,18.5,-27
57,510,64,2022-03-06,80204,0,70112,W 138-130 (OT),*,42:34,16,22,0.727,3,5,0.6,13,17,0.765,0.795,11,12,0.917,3,9,12,11,3,4,5,3,46,48.7,22
58,511,65,2022-03-07,80204,0,94607,W 131-124,*,34:44,12,17,0.706,0,0,,12,17,0.706,0.706,8,14,0.571,3,12,15,13,0,1,3,3,32,33.8,14
59,512,66,2022-03-09,80204,1,95814,W 106-100,*,35:01,15,24,0.625,0,2,0.0,15,22,0.682,0.625,8,9,0.889,3,15,18,7,1,2,3,4,38,36.1,6
60,513,67,2022-03-10,80204,0,94607,L 102-113,*,31:46,9,21,0.429,0,8,0.0,9,13,0.692,0.429,5,6,0.833,1,11,12,9,1,1,5,4,23,16.9,-7
61,514,68,2022-03-12,80204,0,51300,L 115-127,*,30:31,9,13,0.692,0,0,,9,13,0.692,0.692,8,9,0.889,4,6,10,7,0,2,3,2,26,27.2,-4
62,515,69,2022-03-14,80204,1,19148,W 114-110,*,33:32,8,16,0.5,1,3,0.333,7,13,0.538,0.531,5,7,0.714,1,12,13,8,2,2,5,1,22,21.1,-9
63,516,70,2022-03-16,80204,1,20004,W 127-109,*,26:18,10,14,0.714,2,2,1.0,8,12,0.667,0.786,7,7,1.0,2,11,13,8,2,1,3,2,29,32.4,16
64,517,71,2022-03-18,80204,1,44115,L 116-119 (OT),*,37:30,15,24,0.625,0,4,0.0,15,20,0.75,0.625,2,2,1.0,5,5,10,8,2,1,4,3,32,29.3,-16
65,518,72,2022-03-20,80204,0,02114,L 104-124,*,33:01,8,23,0.348,2,6,0.333,6,17,0.353,0.391,5,6,0.833,4,4,8,4,1,1,2,2,23,15.4,-21
66,519,73,2022-03-22,80204,0,90015,W 127-115,*,34:19,9,15,0.6,0,2,0.0,9,13,0.692,0.6,12,13,0.923,1,13,14,6,2,3,1,5,30,32.6,10
67,520,74,2022-03-24,80204,0,85004,L 130-140,*,32:19,9,10,0.9,1,2,0.5,8,8,1.0,0.95,9,11,0.818,2,4,6,6,3,0,8,2,28,24.8,-15
68,521,75,2022-03-26,80204,0,73102,W 113-107,*,34:56,13,15,0.867,0,1,0.0,13,14,0.929,0.867,9,10,0.9,2,10,12,8,2,2,3,4,35,38.1,19
69,522,76,2022-03-28,80204,1,28202,W 113-109,*,35:26,9,17,0.529,0,0,,9,17,0.529,0.529,8,12,0.667,5,14,19,11,2,0,4,1,26,29.1,21
70,523,77,2022-03-30,80204,1,46225,W 125-118,*,35:39,15,19,0.789,0,0,,15,19,0.789,0.789,7,8,0.875,3,10,13,9,2,1,7,3,37,35.2,11
71,524,78,2022-04-01,80204,0,55403,L 130-136,*,43:23,14,21,0.667,0,2,0.0,14,19,0.737,0.667,10,12,0.833,5,14,19,8,1,0,4,2,38,37.6,4
72,525,79,2022-04-03,80204,1,90015,W 129-118,*,32:59,15,22,0.682,0,3,0.0,15,19,0.789,0.682,8,11,0.727,1,17,18,6,2,2,7,3,38,32.6,7
73,526,80,2022-04-05,80204,0,78219,L 97-116,*,40:23,18,35,0.514,1,5,0.2,17,30,0.567,0.529,4,6,0.667,2,15,17,4,2,0,2,3,41,30.4,-11
74,527,81,2022-04-07,80204,0,38103,W 122-109,*,35:15,16,24,0.667,1,3,0.333,15,21,0.714,0.688,2,2,1.0,3,13,16,6,4,1,3,2,35,35.7,37
1,528,1,2022-10-19,80204,1,84101,L 102-123,*,33:25,12,17,0.706,1,3,0.333,11,14,0.786,0.735,2,2,1.0,2,2,4,6,3,0,3,4,27,24.5,-5
2,529,2,2022-10-21,80204,1,94607,W 128-123,*,34:24,7,13,0.538,1,2,0.5,6,11,0.545,0.577,11,11,1.0,3,9,12,10,0,0,5,4,26,24.9,-3
3,530,3,2022-10-22,80204,0,73102,W 122-117,*,38:41,6,10,0.6,1,1,1.0,5,9,0.556,0.65,6,9,0.667,1,15,16,13,1,1,3,2,19,25.4,18
